repo	stars	language	id	name	version	min_herdr	platforms	path	description	url
neefrehman/herdr-caffeinate	0	JavaScript	herdr-caffeinate	Herdr Caffeinate	0.2.1	0.8.0	macos	herdr-plugin.toml	Keeps the Mac awake with the lid closed while any herdr agent pane is working, with battery-level awareness.	https://github.com/neefrehman/herdr-caffeinate
Newt6611/herdr-tab-title	0	Rust	herdr-tab-title	Herdr Tab Title	0.1.0	0.7.0	linux,macos,windows	herdr-plugin.toml	Automatically formats Herdr tab titles.	https://github.com/Newt6611/herdr-tab-title
nicolasvasquez/herdr-smart-workspace	0	Python	smart-workspace	Smart Workspace	0.1.0	0.7.0	linux,macos	herdr-plugin.toml	Switch Herdr workspaces with fzf and zoxide.	https://github.com/nicolasvasquez/herdr-smart-workspace
nicolegros/herdr-launcher	0	Go	nicolegros.herdr-launcher	Herdr Launcher	0.2.0	0.7.0	linux,macos	herdr-plugin.toml	A fuzzy directory picker that creates or focuses herdr workspaces. Configure scan paths and launch with a keybinding to quickly jump to any project.	https://github.com/nicolegros/herdr-launcher
nnexai/herdr-action-launcher	0	JavaScript	nnex.action-launcher	Workspace Action Launcher	0.1.1	0.8.0	linux,macos	herdr-plugin.toml	Fuzzy-pick configured actions for the active Herdr workspace.	https://github.com/nnexai/herdr-action-launcher
noctaIO/herdr-plugin-aos	0	Shell	noctaio.aos	AOS Launcher	0.1.0	0.7.0	macos,linux	herdr-plugin.toml	Spawn Agentic OS-enabled Claude Code agents in a herdr pane from any workspace, without modifying the target repo or AOS internals.	https://github.com/noctaIO/herdr-plugin-aos
nyanyaon/github-issue-herdr-plugin	0	Rust	nyanyaon.herdr-issues	GitHub Issues	0.1.0	0.7.0	linux,macos	herdr-plugin.toml	Read GitHub issues for the active workspace's repo, in a pane	https://github.com/nyanyaon/github-issue-herdr-plugin
OiAnthony/herdr-plugin-telegram-notify	0	JavaScript	oipsanthony.telegram-notify	Telegram Agent Notify	0.1.0	0.7.0	linux,macos,windows	herdr-plugin.toml	Send Telegram notifications when an agent is done or blocked.	https://github.com/OiAnthony/herdr-plugin-telegram-notify
omerturhan/herdr-touchbar	0	Swift	herdr-touchbar	Herdr Touch Bar	0.1.0	0.7.5	macos	herdr-plugin.toml	Shows working and blocked herdr agents on the MacBook Touch Bar; tap one to jump straight to its tab.	https://github.com/omerturhan/herdr-touchbar
opsydyn/herdr-questmancer	0	Rust	opsydyn.questmancer	questmancer	0.1.4	0.8.0	macos,linux	herdr-plugin.toml	A cozy fantasy guild and dungeon control room for coding agents.	https://github.com/opsydyn/herdr-questmancer
Orchard-Robotics/herdview	0	HTML	orchard.herdview	herdview	0.6.3	0.7.3	linux,macos	herdr-plugin.toml	Phone-first web mirror of your herdr session — watch and steer agents from your phone.	https://github.com/Orchard-Robotics/herdview
oullin/herdr-plugins	0	TypeScript	oullin.pane-navigation-hints	Pane Navigation Hints	0.1.0	0.7.4	linux,macos,windows	plugins/pane-navigation-hints/herdr-plugin.toml	Show live pane navigation shortcuts in every pane border	https://github.com/oullin/herdr-plugins
oullin/herdr-plugins	0	TypeScript	oullin.tab-numbers	Tab Numbers	0.1.7	0.7.0	linux,macos,windows	plugins/tab-numbers/herdr-plugin.toml	Show contiguous position numbers in named Herdr tab labels	https://github.com/oullin/herdr-plugins
oullin/herdr-plugins	0	TypeScript	oullin.tmux-keybindings	Tmux Keybindings	0.2.0	0.7.4	linux,macos,windows	plugins/tmux-keybindings/herdr-plugin.toml	Apply a canonical tmux keymap and open a modal binding reference	https://github.com/oullin/herdr-plugins
pedrobarco/herdr-lastfocus	0	Go	lastfocus	Last Focus	0.1.0	0.7.0	macos,linux	herdr-plugin.toml	tmux-style last-active pane/tab/workspace toggles via focus-event history	https://github.com/pedrobarco/herdr-lastfocus
perlporter/herdr-apple-music-plugin	0	Shell	apple-music-toast	Apple Music Now Playing	0.1.0	0.7.1	macos	herdr-plugin.toml	Mostra um toast quando a musica muda no Apple Music (macOS)	https://github.com/perlporter/herdr-apple-music-plugin
phin-tech/herdr-phin-board	0	Go	phin-board	Phin Board	0.5.0	0.7.5	macos,linux	herdr-plugin.toml	A status board over your spaces: todo, in progress, waiting on someone, done — plus any status you invent.	https://github.com/phin-tech/herdr-phin-board
phin-tech/herdr-phin-util	0	Go	phin-util	Phin Util	0.10.2	0.7.4	macos,linux	herdr-plugin.toml	Small everyday Herdr utilities: promote a pane into its own Space, make a workspace from a pasted link or a YAML setup, and whatever else earns its keep.	https://github.com/phin-tech/herdr-phin-util
phin-tech/herdr-roborev	0	Shell	roborev	Roborev	0.1.0	0.7.4	macos	herdr-plugin.toml	Open roborev's review TUI in a Herdr pane, scoped to the active project.	https://github.com/phin-tech/herdr-roborev
phine-apps/mux-prompter	0	Shell	github.phine-apps.mux-prompter	Mux Prompter	0.1.0	0.7.0	linux,macos	herdr-plugin.toml	Fuzzy-pick and inject context-aware prompts into active Herdr panes	https://github.com/phine-apps/mux-prompter
Phoobobo/herdr-traex-integration	0	Shell	com.traex.herdr-integration	TraeX Integration	0.1.4	0.7.0	linux,macos,windows	herdr-plugin.toml	Integrate TraeX agent state, lifecycle, and session restore with Herdr	https://github.com/Phoobobo/herdr-traex-integration
poweroutlet2/herdr-confirm-close-pane	0	Shell	confirm-close-pane	Confirm Close Pane	0.1.0	0.7.0	linux,macos	herdr-plugin.toml	Ask for confirmation before closing a pane, like tmux's prefix+x confirm-before. Bind a key to the action `confirm-close-pane.confirm-close-pane`.	https://github.com/poweroutlet2/herdr-confirm-close-pane
Qu4tro/herdr-whichkey	0	Rust	herdr-whichkey	herdr-whichkey	0.3.0	0.7.0	linux,macos	herdr-plugin.toml	blezz/which-key-style single-keystroke action menu: one trigger key, then a hint strip and one keystroke per action.	https://github.com/Qu4tro/herdr-whichkey
quinnjr/herdr-claude-profile	0	TypeScript	quinnjr.claude-profile	Claude Profile Switcher	0.1.0	0.7.0	linux,macos	herdr-plugin.toml	Switch and manage claude-profile profiles from inside herdr	https://github.com/quinnjr/herdr-claude-profile
raghu-nandan-bs/herdr-deck-navigation	0	Rust	deck	Deck	0.1.4	0.7.0	linux,macos	herdr-plugin.toml	Fast workspace & pane navigator	https://github.com/raghu-nandan-bs/herdr-deck-navigation
ralphilius/herdr-pr-tab-renamer	0	JavaScript	herdr.pr-tab-renamer	PR Tab Renamer	0.1.1	0.7.0	linux,macos,windows	herdr-plugin.toml	Rename an agent tab when its recent output contains pull request numbers.	https://github.com/ralphilius/herdr-pr-tab-renamer
RanolP/herdr-handsfree	0	Rust	ranolp.handsfree	Handsfree	0.2.0	0.7.5	macos	herdr-plugin.toml	Voice dictation into the focused pane + webcam gaze mouse	https://github.com/RanolP/herdr-handsfree
redsquiggle/herdr-browser	0	Rust	redsquiggle.herdr-browser	herdr browser	0.5.0	0.7.2	macos	plugin/herdr-plugin.toml	Link Herdr workspaces to Chromium tab groups and route opened links	https://github.com/redsquiggle/herdr-browser
riq0h/tab-blank-number	0	JavaScript	riq0h.tab-blank-number	Tab Blank Number	0.1.0	0.7.0	linux,macos	herdr-plugin.toml	Blank out herdr's default numeric tab label, independent of any custom label a tab is later given.	https://github.com/riq0h/tab-blank-number
riq0h/tab-process-name	0	JavaScript	riq0h.tab-process-name	Tab Process Name	0.2.0	0.7.0	linux,macos	herdr-plugin.toml	Label each tab with its foreground process name. Pairs with tab-blank-number to drop herdr's default numeric label.	https://github.com/riq0h/tab-process-name
Risingtides-dev/ocean-herdr	0	Rust	risingtides.ocean	Ocean	0.1.1	0.7.0	linux,macos	herdr-plugin.toml	Launch Ocean as a lifecycle-aware Herdr agent pane	https://github.com/Risingtides-dev/ocean-herdr
RizRiyz/pixtui	0	Python	riz.pixtui	pixtui	0.1.0	0.7.0	macos,linux	herdr-plugin.toml	Pixel art editor in your terminal	https://github.com/RizRiyz/pixtui
Royal-lobster/herdr-spinup	0	JavaScript	royal-lobster.spinup	Spinup	0.3.0	0.8.0	linux,macos	herdr-plugin.toml	Every new tab opens a launcher: pick a tool and it runs in that tab. Tools are yours to define in tools.json.	https://github.com/Royal-lobster/herdr-spinup
rstacruz/herdr-workspace-description	0	TypeScript	rstacruz.workspace-description	Workspace Description	0.1.0	0.7.4	linux,macos	herdr-plugin.toml	Per-workspace descriptions on the herdr sidebar	https://github.com/rstacruz/herdr-workspace-description
RufusLin/herdr-openmd	0	Shell	openmd	openmd	0.1.2	0.7.0	linux,macos	herdr-plugin.toml	Open the openmd Qt markdown viewer from herdr copy-mode selection or pane cwd.	https://github.com/RufusLin/herdr-openmd
ryanlewis/herdr-tab-renamer	0	JavaScript	io.rlew.tab-renamer	Tab Renamer	0.1.0	0.8.0	macos,linux	herdr-plugin.toml	Keep default-named herdr tabs labelled after their live content	https://github.com/ryanlewis/herdr-tab-renamer
ryanlewis/herdr-workspace-renamer	0	JavaScript	io.rlew.workspace-renamer	Workspace Renamer	0.1.0	0.8.0	macos,linux	herdr-plugin.toml	Sync agent session names onto herdr workspace labels	https://github.com/ryanlewis/herdr-workspace-renamer
saeedrahimi/herdr-notify-wsl	0	PowerShell	saeedrahimi.herdr-notify-wsl	Herdr Notify for Windows (WSL)	0.1.0	0.7.0	linux	herdr-plugin.toml	Raise a Windows 11 toast (from WSL) when an agent finishes its turn or needs input.	https://github.com/saeedrahimi/herdr-notify-wsl
scheron/herdr-want-to-sleep	0	Shell	scheron.want-to-sleep	want-to-sleep	0.2.0	0.7.0	macos	herdr-plugin.toml	Arm it before bed. It waits until herdr reports that no agent is working any more, sleeps the Mac, and journals what every agent was doing — including the ones that ended up blocked.	https://github.com/scheron/herdr-want-to-sleep
scott-the-programmer/vscode-devcontainers-herdr	0	Rust	devcontainer-status	Devcontainer Status	0.1.0	0.7.0	macos,linux	herdr-plugin.toml	Shows the VS Code devcontainer state of each pane's project	https://github.com/scott-the-programmer/vscode-devcontainers-herdr
sergeybataev/herdr-codex-session-title	0	Python	dev.bataev.herdr-codex-session-title	Codex Session Title	0.0.5	0.7.0	linux,macos	herdr-plugin.toml	Mirrors compact Codex chat titles into Herdr agent and pane names	https://github.com/sergeybataev/herdr-codex-session-title
SerHappy/herdr-achievements	0	Go	herdr-achievements	Herdr Achievements	0.4.0	0.7.5	macos,linux	herdr-plugin.toml	A cozy terminal trophy room for your AI agent herd.	https://github.com/SerHappy/herdr-achievements
sfroment/herdr-git-detail	0	Shell	git-detail	Git Detail	0.1.0	0.7.0	linux,macos	herdr-plugin.toml	Rich git status (branch, dirty/staged/untracked counts, ahead/behind) reported as a $git_detail workspace sidebar token.	https://github.com/sfroment/herdr-git-detail
shadowfax92/herdr-comments	0	Rust	shadowfax.comments	Herdr Comments	0.1.0	0.7.5	macos	herdr-plugin.toml	Select and comment on frozen pane history, then review in Neovim.	https://github.com/shadowfax92/herdr-comments
shadowfax92/herdr-ferry	0	Rust	shadowfax.ferry	Herdr Ferry	0.1.0	0.8.0	macos	herdr-plugin.toml	Move live panes and whole tabs between workspaces from a native popup.	https://github.com/shadowfax92/herdr-ferry
shadowfax92/herdr-scratch	0	Rust	shadowfax.scratch	Herdr Scratch	0.2.0	0.7.5	macos	herdr-plugin.toml	Configurable per-pane persistent scratch popups backed by tmux.	https://github.com/shadowfax92/herdr-scratch
shadowfax92/herdr-talon	0	Rust	shadowfax.talon	Talon	0.1.0	0.7.5	macos	herdr-plugin.toml	Select visible terminal targets with spatial keyboard hints.	https://github.com/shadowfax92/herdr-talon
shelken/herdr-plugins	0	Python	shelken.auto-pi	Auto Pi	0.3.0	0.7.0	linux,macos	auto-pi/herdr-plugin.toml	按面积递推开 pi；浮窗挑选当前目录 session（过滤 skill 噪音）并在 focus pane 恢复。	https://github.com/shelken/herdr-plugins
Shi1xin/herdr-gitui	0	Python	herdr-gitui	herdr-gitui	0.1.0	0.7.0	linux,macos	herdr-plugin.toml	gitui in a herdr split pane: one key to open/toggle, one key to expand width.	https://github.com/Shi1xin/herdr-gitui
shivammehta25/herdr-file-picker	0	Shell	herdr.file-picker	File Picker	0.1.0	0.7.0	linux,macos	herdr-plugin.toml	Pop up fzf to insert file paths into the focused pane, for prompting AI coding agents.	https://github.com/shivammehta25/herdr-file-picker
shoaibkhanz/herdr-active-agent-jump	0	JavaScript	active-agent.jump	Active Agent Jump	0.1.0	0.7.0	linux,macos,windows	herdr-plugin.toml	Jump focus to the next/previous active agent (working or blocked), cycling.	https://github.com/shoaibkhanz/herdr-active-agent-jump
silverwolfdoc/herdr-usage-bar	0	Go	usagebar	Herdr Usage Bar	0.1.1	0.7.4	macos,linux	herdr-plugin.toml	Sidebar context meters, provider limit windows, rate-limit toasts, and a thin bottom usage bar	https://github.com/silverwolfdoc/herdr-usage-bar
simoncrypta/herdr-dev-layout	0	Shell	agentic-dev.dev-layout	Dev Layout	0.2.1	0.7.5	linux,macos	herdr-plugin.toml	Sticky agent pane with review, explorer, and terminal tabs	https://github.com/simoncrypta/herdr-dev-layout
Soemii/herdr-jetbrains	0	Go	jetbrains	JetBrains	0.1.0	0.7.5	linux,macos,windows	herdr-plugin.toml	Open the focused space in the matching JetBrains IDE	https://github.com/Soemii/herdr-jetbrains
SoMaCoSF/colloquy	0	JavaScript	somaco.colloquy	Colloquy	0.2.0	0.7.0	linux,macos,windows	herdr-plugin.toml	Self-addressing, ephemerally-cached causal DAG audit logs and telemetry for agent swarms.	https://github.com/SoMaCoSF/colloquy
szrenwei/herdr-agent-metrics	0	Python	herdr-agent-metrics	Agent Metrics	0.2.0	0.8.0	linux,macos	herdr-plugin.toml	Lightweight context, session token, and optional account-limit metrics for Claude Code, Codex, and TraeX.	https://github.com/szrenwei/herdr-agent-metrics
szrenwei/herdr-space-tab-metadata	0	Python	herdr-space-tab-metadata	Space Tab Metadata	0.1.0	0.8.0	linux,macos	herdr-plugin.toml	Expose each Space's active Tab and Tab count as sidebar metadata.	https://github.com/szrenwei/herdr-space-tab-metadata
szrenwei/herdr-traex	0	Python	herdr-traex	TraeX Agent Integration	0.2.0	0.8.0	linux,macos	herdr-plugin.toml	Bridge TraeX lifecycle hooks into Herdr's Agent sidebar and state rollups.	https://github.com/szrenwei/herdr-traex
T0mSIlver/herdr-title-wrap	0	Python	title-wrap	Title Wrap	0.1.0	0.7.5	linux,macos	herdr-plugin.toml	Wrap Claude Code session titles across multiple sidebar rows, auto-fitting the sidebar width	https://github.com/T0mSIlver/herdr-title-wrap
talent-factory/herdr-linear	0	Rust	herdr-linear	herdr-linear	0.1.0	0.7.0	linux,macos	herdr-plugin.toml	A Linear issues panel for Herdr, with implement-on-Enter.	https://github.com/talent-factory/herdr-linear
TaylorFinklea/herdr-ask	0	Rust	dev.herdr-ask	Herdr Ask	0.1.0	0.7.0	macos,linux	herdr-plugin.toml	Lightweight command generation and terminal chat	https://github.com/TaylorFinklea/herdr-ask
Tetat-Chulchue/meadow	0	Python	meadow.file-explorer	Meadow	0.1.0	0.7.0	windows	herdr-plugin.toml	Mouse-driven file explorer pane for herdr	https://github.com/Tetat-Chulchue/meadow
the-inconvenience-store/herdr-agent-session-title	0	Python	the-inconvenience-store.herdr-agent-session-title	Agent Session Title	0.6.0	0.7.0	linux,macos	herdr-plugin.toml	Uses Claude Code and Codex session titles as herdr agent names	https://github.com/the-inconvenience-store/herdr-agent-session-title
TheMetalStorm/herdr-cline-plugin	0	Shell	cline.integration	Cline CLI	0.2.0	0.7.5	linux,macos	herdr-plugin.toml	Launch Cline CLI panes in Herdr with hook-first lifecycle state.	https://github.com/TheMetalStorm/herdr-cline-plugin
tigorlazuardi/herdr-web-tui	0	Go	tigorlazuardi.herdr-web-tui	Herdr Web TUI Daemon Launcher	0.5.3	0.7.4	linux	herdr-plugin.toml	Build and run the external Herdr Web TUI daemon in a managed pane	https://github.com/tigorlazuardi/herdr-web-tui
trapple/herdr-focus	0	Shell	trapple.herdr-focus	Herdr Focus	1.1.0	0.7.0	macos	herdr-plugin.toml	Focus the next blocked/done agent pane and bring the terminal app to front. Global hotkey included.	https://github.com/trapple/herdr-focus
tumf/conflux-herdr	0	Shell	tumf.cflx	Conflux	0.5.0	0.7.0	linux,macos	herdr-plugin.toml	Run the Conflux TUI as a Herdr-managed plugin pane	https://github.com/tumf/conflux-herdr
untalfranfernandez/herdr-worktreeinclude	0		worktreeinclude	Worktree Include	0.1.0	0.7.0	macos,linux	herdr-plugin.toml	Copy the files listed in a repo's .worktreeinclude into every new git worktree.	https://github.com/untalfranfernandez/herdr-worktreeinclude
uuie/reasonix-herdr	0	Python	reasonix-herdr	Reasonix for Herdr	0.1.0	0.7.3	linux,macos	herdr-plugin.toml	Launch Reasonix with live lifecycle reporting and Herdr-aware controls.	https://github.com/uuie/reasonix-herdr
vgreg/herdr-padio	0	Python	padio.bridge	PadIO bridge	0.1.0	0.7.0	macos	herdr-plugin.toml	Report the app in herdr's focused pane to PadIO so a game controller switches mode automatically	https://github.com/vgreg/herdr-padio
victor-software-house/herdr-stash	0	Rust	vsh.stash	Stash	0.0.1	0.7.5	linux,macos	herdr-plugin.toml	Stash a workspace: stop its agents, keep its shape and their conversations, and restore it later from a clickable popup.	https://github.com/victor-software-house/herdr-stash
wg1k/live-sync-panes	0	JavaScript	live-sync-panes	Live Sync Panes	1.0.0	0.7.0	macos,linux	herdr-plugin.toml	Broadcast a command, or live-sync keystrokes, to every pane in the current tab	https://github.com/wg1k/live-sync-panes
willfish/herdr-balance-panes	0	Rust	willfish.herdr-balance-panes	Balance Panes	0.1.0	0.7.0	linux,macos	herdr-plugin.toml	Evenly size panes in the current Herdr tab (tmux select-layout -E)	https://github.com/willfish/herdr-balance-panes
willfish/herdr-workspacex	0	Rust	willfish.herdr-workspacex	Workspacex	0.2.0	0.7.0	linux,macos	herdr-plugin.toml	Rust-native fuzzy Herdr workspace switcher with zoxide-backed workspace creation	https://github.com/willfish/herdr-workspacex
willian/herdr-fzf-url	0	Shell	herdr-fzf-url	Herdr fzf URL	0.1.0	0.7.5	linux,macos	herdr-plugin.toml	Herdr port of wfxr/tmux-fzf-url: pick URLs from the focused pane and open them with fzf	https://github.com/willian/herdr-fzf-url
wraithyy/herdr-waypoint	0	Shell	waypoint	Waypoint	0.1.0	0.7.0	macos,linux	herdr-plugin.toml	Save folders with a name, then pick one from a fuzzy list to open as a new workspace.	https://github.com/wraithyy/herdr-waypoint
y-hirakaw/herdr-cc-mac-notify	0	Python	cc-mac-notify	Claude Code Mac Notify	0.2.0	0.7.4	macos	herdr-plugin.toml	Native macOS notifications for Claude Code agent state changes, with workspace, pane, and the agent's actual last message	https://github.com/y-hirakaw/herdr-cc-mac-notify
ycros/herdr-compass	0	Python	herdr-compass	Compass	0.1.1	0.7.0	linux,macos,windows	herdr-plugin.toml	Unified directional navigation across panes, tabs, and workspaces.	https://github.com/ycros/herdr-compass
yuritada/numberer-manager	0	Python	yuritada.numberer-manager	Numberer Manager	0.2.0	0.7.0	linux,macos	herdr-plugin.toml	自動的にタブとスペースを「1: 名前」の形式で左からナンバリングします	https://github.com/yuritada/numberer-manager
yuuta1219/claude-usage	0	Python	gekiatsu.claude-flex	Claude Flex	1.0.0	0.7.0	macos,linux	herdr-plugin.toml	Claude Code usage (Session % / Week %) pinned to the bottom of the sidebar as a workspace label. Flex responsibly.	https://github.com/yuuta1219/claude-usage
zerodice0/herdr-booking-task-plugin	0	Go	zerodice0.booking-task	Booking Task	0.6.0	0.7.5	macos,linux	herdr-plugin.toml	Schedule prompts for Herdr agents and local CLI commands.	https://github.com/zerodice0/herdr-booking-task-plugin
zerodice0/herdr-plugin-worktree-bootstrap	0	Python	zerodice0.worktree-bootstrap	Worktree Bootstrap	0.4.0	0.7.0	linux,macos	herdr-plugin.toml	Bootstrap new worktrees and interactively review local branch cleanup after removal.	https://github.com/zerodice0/herdr-plugin-worktree-bootstrap
zetlen/herdr-hud	0	Shell	hud	Herdr HUD	0.2.0	0.7.0	linux,macos	herdr-plugin.toml	Keybound popup with host, network, agent, and Herdr session stats; configurable, extensible via custom script	https://github.com/zetlen/herdr-hud
zhangzujian/herdr-auto-session-title	0	JavaScript	zhangzujian.auto-session-title	Auto Session Title	0.1.0	0.7.0	linux,macos,windows	herdr-plugin.toml	Generate concise pane titles and synchronize native Codex thread names.	https://github.com/zhangzujian/herdr-auto-session-title
zhenyufu/herdr-cadence	0	Rust	herdr-cadence	Cadence	0.2.0	0.7.5	linux,macos	herdr-plugin.toml	Orchestrate Codex and OpenCode agents in shared or isolated Git checkouts	https://github.com/zhenyufu/herdr-cadence
